Stand	TreeID	StemSection	Year	EWD	EWW	LWD	LWW	RW	RD	R	CA	RA	LWP
6	643	1	2008	0.285750414	0.760856739	0.641337876	0.289146261	1.050003	0.383670882	162.799993	86	1077.514345	0.275376605
6	643	1	2009	0.293635285	1.041248678	0.585000815	0.358761322	1.40001	0.368299525	163.849996	87	1447.467747	0.256256257
6	643	1	2010	0.308512213	0.845728776	0.609321984	0.404271224	1.25	0.405799201	165.250006	88	1302.779251	0.323416979
6	643	1	2011	0.328328875	0.725779887	0.561228909	0.299213113	1.024993	0.396316407	166.500006	89	1075.597419	0.291917226
6	643	1	2012	0.291218466	0.581454789	0.483075929	0.368542211	0.949997	0.365647726	167.524999	90	1002.793193	0.387940395
6	643	1	2013	0.331769166	0.338807973	0.440996976	0.411192027	0.75	0.391653972	168.474996	91	795.6868605	0.548256036
6	643	1	2014	0.380610267	0.133980577	0.524688938	0.266029423	0.40001	0.476430786	169.224996	92	425.8221161	0.665056931
6	643	1	2015	0.251442109	1.143136403	0.41074454	1.256856597	2.399993	0.334867482	169.625006	93	2575.972837	0.523691776
6	643	1	2016	0.301307705	0.496739404	0.439345838	0.503260596	1	0.370776858	172.024999	94	1084.006539	0.503260596
6	643	1	2017	0.317730687	0.346744302	0.370795914	0.528255698	0.875	0.349767268	173.024999	95	953.6598969	0.603720798
6	643	1	2018	0.328195888	1.902890435	0.310814948	0.347109565	2.25	0.325514514	173.899999	96	2474.35763	0.154270918
6	643	1	2019	0.17222624	0.111554051	0.305082176	0.338442949	0.449997	0.27214725	176.149999	97	498.6852322	0.752100456
6	643	2	1965	0.235831311	0.844694956	0.506775864	0.705306044	1.550001	0.3591208	0	0	7.547686089	0.455035864
6	643	2	1966	0.481104909	1.924028304	0.621650775	0.350970696	2.274999	0.502787327	1.550001	1	38.41577793	0.154272901
6	643	2	1967	0.374066566	2.884098722	0.576072683	0.415901278	3.3	0.399525536	3.825	2	113.5214505	0.12603069
6	643	2	1968	0.33436215	3.630711875	0.627818149	0.494288125	4.125	0.369526227	7.125	3	238.1229057	0.119827424
6	643	2	1969	0.363535487	3.623042836	0.624395971	0.451956164	4.074999	0.392467397	11.25	4	340.2127896	0.110909515
6	643	2	1970	0.347663791	3.1375005	0.586442853	0.5624995	3.7	0.383964629	15.324999	5	399.2806951	0.152026892
6	643	2	1971	0.337259949	2.961453307	0.620300065	0.438548693	3.400002	0.373767831	19.024999	6	442.7449131	0.128984834
6	643	2	1972	0.316512027	2.769706082	0.670847569	0.430294918	3.200001	0.364158507	22.425001	7	483.0514675	0.13446712
6	643	2	1973	0.329535233	3.41238617	0.628932457	0.56261183	3.974998	0.371911209	25.625002	8	689.6401338	0.141537639
6	643	2	1974	0.344553429	2.962999186	0.678401197	0.586999814	3.549999	0.399755861	29.6	9	699.8288252	0.165352107
6	643	2	1975	0.29406416	4.814047859	0.603565763	0.535955141	5.350003	0.325069559	33.149999	10	1204.25955	0.100178475
6	643	2	1976	0.304137299	4.123295788	0.606561692	0.626704212	4.75	0.344038486	38.500002	11	1219.919757	0.131937729
6	643	2	1977	0.31601106	3.745966666	0.605029118	0.554032334	4.299999	0.353249522	43.250002	12	1226.603191	0.128844759
6	643	2	1978	0.31790411	4.013605013	0.585987377	0.536389987	4.549995	0.34950792	47.550001	13	1424.420063	0.117888039
6	643	2	1979	0.31827688	3.222980463	0.608355389	0.752025537	3.975006	0.373156406	52.099996	14	1350.873111	0.189188529
6	643	2	1980	0.270983427	3.25955066	0.56115591	0.66544534	3.924996	0.320179382	56.075002	15	1431.290483	0.169540387
6	643	2	1981	0.302269013	2.814444774	0.6420526	1.060555226	3.875	0.395264951	59.999998	16	1508.013512	0.273691671
6	643	2	1982	0.305226715	2.876172562	0.651580001	0.673830438	3.550003	0.370968458	63.874998	17	1464.344686	0.189811231
6	643	2	1983	0.345148243	2.970986187	0.60429301	0.579008813	3.549995	0.387415093	67.425001	18	1543.525095	0.163101304
6	643	2	1984	0.2787643	2.015511948	0.56937599	0.334494052	2.350006	0.320129251	70.974996	19	1065.332482	0.142337531
6	643	2	1985	0.331632155	3.44782675	0.636603317	0.70216725	4.149994	0.383232413	73.325002	20	1966.068646	0.169197172
6	643	2	1986	0.266957274	2.387351719	0.488819205	1.112648281	3.5	0.337487073	77.474996	21	1742.248658	0.317899509
6	643	2	1987	0.297028212	2.479098823	0.654683748	0.820904177	3.300003	0.385998108	80.974996	22	1713.190519	0.248758615
6	643	2	1988	0.278483205	1.209088519	0.606656928	0.315913481	1.525002	0.346466397	84.274999	23	814.8182837	0.207156109
6	643	2	1989	0.353578749	1.384655662	0.625833199	1.140345338	2.525001	0.476534776	85.800001	24	1381.250868	0.451621737
6	643	2	1990	0.316881169	1.568651226	0.611462543	0.906347774	2.474999	0.424757242	88.325002	25	1392.775476	0.366201269
6	643	2	1991	0.311758837	0.77776662	0.516403355	0.29723038	1.074997	0.368341849	90.800001	26	616.9304958	0.276494148
6	643	2	1992	0.318416916	1.308631849	0.607936604	0.816368151	2.125	0.429642635	91.874998	27	1240.879984	0.384173248
6	643	2	1993	0.31358072	1.588952049	0.689685023	0.786047951	2.375	0.438059043	93.999998	28	1420.441636	0.330967558
6	643	2	1994	0.31013161	0.922404151	0.587022434	0.352596849	1.275001	0.386704752	96.374998	29	777.1736787	0.276546331
6	643	2	1995	0.284097764	1.314491733	0.593945197	0.435508267	1.75	0.361206975	97.649999	30	1083.338946	0.248861867
6	643	2	1996	0.332303953	1.10027223	0.629262996	0.59972477	1.699997	0.437065134	99.399999	31	1070.80994	0.352779899
6	643	2	1997	0.243776689	0.605786597	0.429362452	0.269213403	0.875	0.300876318	101.099996	32	558.2315401	0.307672461
6	643	2	1998	0.323824099	0.849887046	0.615667123	0.400112954	1.25	0.417240239	101.974996	33	805.8184842	0.320090363
6	643	2	1999	0.289645754	0.380728853	0.478990379	0.319276147	0.700005	0.376006883	103.224996	34	455.54989	0.456105524
6	643	2	2000	0.341616348	0.467097502	0.586176669	0.507900498	0.974998	0.469013849	103.925001	35	639.6406967	0.520924656
6	643	2	2001	0.306238113	0.60102192	0.607167229	0.52397808	1.125	0.446398344	104.899999	36	745.4704772	0.465758293
6	643	2	2002	0.295212749	0.469247662	0.547676095	0.305754338	0.775002	0.394814767	106.024999	37	518.173666	0.394520708
6	643	2	2003	0.345757789	1.016502644	0.566242484	0.508498356	1.525001	0.419276498	106.800001	38	1030.649248	0.333441326
6	643	2	2004	0.312263058	0.801326741	0.564630104	0.573666259	1.374993	0.41755411	108.325002	39	941.7955826	0.417213949
6	643	2	2005	0.241015504	0.734859473	0.534540227	0.290149527	1.025009	0.324103613	109.699995	40	709.8039288	0.283070224
6	643	2	2006	0.333465802	0.924472424	0.700768974	0.650524576	1.574997	0.485173862	110.725004	41	1103.527503	0.413032264
6	643	2	2007	0.344984421	0.953245142	0.641159044	0.996751858	1.949997	0.496375733	112.300001	42	1387.867099	0.511155585
6	643	2	2008	0.331454411	1.718605338	0.627396735	0.856391662	2.574997	0.429878813	114.249998	43	1869.302336	0.332579674
6	643	2	2009	0.326854273	2.051217184	0.667984625	0.598791816	2.650009	0.403935544	116.824995	44	1967.256285	0.225958408
6	643	2	2010	0.331907326	1.349321283	0.650318223	0.500669717	1.849991	0.418080012	119.475004	45	1399.509881	0.270633596
6	643	2	2011	0.293951377	0.953249659	0.596040321	0.396756341	1.350006	0.382732986	121.324995	46	1034.845202	0.29389228
6	643	2	2012	0.334148363	0.854599347	0.644772036	0.520400653	1.375	0.451711099	122.675001	47	1065.775499	0.378473202
6	643	2	2013	0.335701048	0.805346377	0.619987475	0.469647623	1.274994	0.440418752	124.050001	48	998.8744851	0.36835281
6	643	2	2014	0.340808128	0.79681183	0.697227502	0.72819717	1.525009	0.510999635	125.324995	49	1208.159595	0.477503523
6	643	2	2015	0.342687797	0.643697004	0.657890959	0.681299996	1.324997	0.504762061	126.850004	50	1061.5673	0.51418984
6	643	2	2016	0.313933912	0.790311249	0.61174649	0.684694751	1.475006	0.452177898	128.175001	51	1194.727058	0.464197943
6	643	2	2017	0.359843194	0.905129037	0.638271146	0.544867963	1.449997	0.464468563	129.650007	52	1187.794505	0.375771786
6	643	2	2018	0.285250128	0.896937391	0.54519885	0.403065609	1.300003	0.365847165	131.100004	53	1076.155092	0.310049753
6	643	2	2019	0.361824758	1.134600321	0.915109046	0.715390679	1.849991	0.57577954	132.400007	54	1549.748	0.386699546
6	643	3	1976	0.216813883	1.09823032	0.528258569	1.65176968	2.75	0.403881116	0	0	23.75829444	0.60064352
6	643	3	1977	0.38284088	2.730771758	0.593981752	0.569229242	3.300001	0.419261341	2.75	1	91.23188867	0.172493657
6	643	3	1978	0.331736943	2.983975518	0.632974832	0.591023482	3.574999	0.381537982	6.050001	2	176.0489238	0.1653213
6	643	3	1979	0.350111305	3.897187333	0.639284121	0.427812667	4.325	0.378715188	9.625	3	320.3226774	0.098916224
6	643	3	1980	0.30980512	3.233860292	0.549668052	0.741138708	3.974999	0.354527572	13.95	4	398.0494941	0.186450036
6	643	3	1981	0.326622279	3.684778729	0.605768738	0.865224271	4.550003	0.379704506	17.924999	5	577.4879566	0.190159055
6	643	3	1982	0.318800966	3.682955916	0.616686155	0.442044084	4.125	0.350722999	22.475002	6	635.9663972	0.107162202
6	643	3	1983	0.346098719	3.78128422	0.61245171	0.44371378	4.224998	0.374071393	26.600002	7	762.2148388	0.105021063
6	643	3	1984	0.297335725	2.351940193	0.678598187	0.448059807	2.8	0.358345862	30.825	8	566.9318103	0.16002136
6	643	3	1985	0.345397439	3.601839864	0.615996114	0.473160136	4.075	0.376817441	33.625	9	913.1019413	0.116112917
6	643	3	1986	0.30195522	2.729891487	0.545278559	0.670110513	3.400002	0.349912112	37.7	10	841.6960202	0.197091211
6	643	3	1987	0.268466393	2.703238882	0.491094527	0.471760118	3.174999	0.301545797	41.100002	11	851.5775379	0.148585911
6	643	3	1988	0.277737167	1.464837713	0.62021621	0.260161287	1.724999	0.329389248	44.275001	12	489.2222743	0.150818225
6	643	3	1989	0.363362204	1.381626227	0.692379218	0.843375773	2.225002	0.488074442	46	13	658.6374693	0.379044951
6	643	3	1990	0.351304801	1.887762469	0.651761175	0.862237531	2.75	0.445510169	48.225002	14	857.0265105	0.31354092
6	643	3	1991	0.324063722	1.179587409	0.644947028	0.345413591	1.525001	0.396743972	50.975002	15	495.7417063	0.226500567
6	643	3	1992	0.336576029	2.050731476	0.651795724	0.849262524	2.899994	0.428888039	52.500003	16	983.0337234	0.292849752
6	643	3	1993	0.318000211	2.568650086	0.661115314	0.556349914	3.125	0.379085669	55.399997	17	1118.456013	0.178031972
6	643	3	1994	0.347200665	1.623971034	0.701198879	0.551031966	2.175003	0.436885291	58.524997	18	814.6612386	0.253347681
6	643	3	1995	0.304514348	2.099436317	0.698134292	0.625562683	2.724999	0.394875464	60.7	19	1062.613864	0.229564372
6	643	3	1996	0.346811996	1.666159072	0.656556109	0.433838928	2.099998	0.410802082	63.424999	20	850.726746	0.206590162
6	643	3	1997	0.261775664	0.972512331	0.588719363	0.352492669	1.325005	0.348752888	65.524997	21	551.0276091	0.266031199
6	643	3	1998	0.345432722	1.514002755	0.726592546	0.610997245	2.125	0.455026888	66.850002	22	906.7520238	0.287528115
6	643	3	1999	0.306148583	0.884821439	0.661947597	0.465176561	1.349998	0.428748292	68.975002	23	590.7913397	0.344575741
6	643	3	2000	0.363623601	0.900247936	0.702090072	0.674749064	1.574997	0.508627011	70.325	24	703.7291436	0.42841292
6	643	3	2001	0.376855491	0.931643479	0.73266732	0.693356521	1.625	0.528673615	71.899997	25	742.4074008	0.426680936
6	643	3	2002	0.332971909	1.053060157	0.652366224	0.471941843	1.525002	0.431814758	73.524997	26	711.8131603	0.309469655
6	643	3	2003	0.348401242	1.640411302	0.688144719	0.709586698	2.349998	0.450987479	75.049999	27	1125.498143	0.301952043
6	643	3	2004	0.324383614	1.011599771	0.601362069	0.438405229	1.450005	0.408127328	77.399997	28	711.7695354	0.302347391
6	643	3	2005	0.245870343	0.833504831	0.524426057	0.316496169	1.150001	0.322532725	78.850002	29	573.8988091	0.275213821
6	643	3	2006	0.343972641	0.967980145	0.686151145	0.657019855	1.625	0.482322223	80.000003	30	825.1098887	0.404319911
6	643	3	2007	0.341953805	1.101764377	0.676502261	0.973232623	2.074997	0.498866548	81.625003	31	1077.719858	0.469028448
6	643	3	2008	0.349710715	1.962004889	0.71386206	0.862992111	2.824997	0.460953218	83.7	32	1510.745116	0.305484258
6	643	3	2009	0.334326584	2.411769453	0.725982688	0.838230547	3.25	0.435341388	86.524997	33	1800.053989	0.257917091
6	643	3	2010	0.338047565	1.935577614	0.697271995	0.614425386	2.550003	0.424602996	89.774997	34	1458.815949	0.240950848
6	643	3	2011	0.305581774	1.247328334	0.678210612	0.502671666	1.75	0.412616036	92.325	35	1024.787524	0.287240952
6	643	3	2012	0.352375278	0.902532554	0.72300708	0.572466446	1.474999	0.496222339	94.075	36	878.6930474	0.388113108
6	643	3	2013	0.353820497	0.926412544	0.705604765	0.548585456	1.474998	0.484657103	95.549999	37	892.3622742	0.371922847
6	643	3	2014	0.335158271	0.756630566	0.652388313	0.618369434	1.375	0.477823988	97.024997	38	844.1753725	0.449723225
6	643	3	2015	0.348805612	1.062531913	0.688170651	0.662474087	1.725006	0.479135909	98.399997	39	1075.859818	0.384041613
6	643	3	2016	0.318402633	1.188260196	0.576227328	0.711733804	1.899994	0.414983228	100.125003	40	1206.634804	0.374597922
6	643	3	2017	0.34499553	1.094814489	0.633078071	0.530185511	1.625	0.438987646	102.024997	41	1049.988957	0.326268007
6	643	3	2018	0.313494431	1.012151999	0.610521411	0.437853001	1.450005	0.403186642	103.649997	42	950.9241008	0.301966546
6	643	3	2019	0.359001362	0.941485625	0.730853747	0.508511375	1.449997	0.489409333	105.100002	43	964.1292332	0.350698226
6	643	4	1987	0.255495053	0.510646478	0.506400764	1.714354522	2.225001	0.448816917	0	0	15.55286111	0.770496068
6	643	4	1988	0.385275021	1.149543311	0.579839682	0.325456689	1.475	0.428205442	2.225001	1	27.45556556	0.220648603
6	643	4	1989	0.434713846	2.881355025	0.615352077	0.443643975	3.324999	0.458815827	3.700001	2	112.0311343	0.1334268
6	643	4	1990	0.348690292	3.032689603	0.606537159	0.392311397	3.425001	0.378224959	7.025	3	188.0302765	0.11454344
6	643	4	1991	0.336206744	1.267300245	0.596610906	0.507699755	1.775	0.410689634	10.450001	4	126.443225	0.286028031
6	643	4	1992	0.358662327	3.714527666	0.587109695	0.485472334	4.2	0.38506825	12.225001	5	378.0278704	0.115588651
6	643	4	1993	0.337817494	3.202887066	0.618241461	0.347112934	3.55	0.365236871	16.425001	6	405.956625	0.097778291
6	643	4	1994	0.357774371	2.499947083	0.643232739	0.475050917	2.974998	0.403356673	19.975001	7	401.1870026	0.159681088
6	643	4	1995	0.307209297	3.246766144	0.576708654	0.778235856	4.025002	0.359317113	22.949999	8	631.2974669	0.193350427
6	643	4	1996	0.350328137	2.223515523	0.619724984	0.651484477	2.875	0.411374351	26.975001	9	513.2479004	0.226603296
6	643	4	1997	0.283155923	1.284636244	0.622857626	0.515362756	1.799999	0.380416869	29.850001	10	347.7741192	0.286312801
6	643	4	1998	0.348367571	2.406680866	0.666822762	0.668320134	3.075001	0.417580562	31.65	11	641.2090963	0.21733981
6	643	4	1999	0.313901237	1.069044908	0.6650319	0.355954092	1.424999	0.401611051	34.725001	12	317.2908224	0.249792521
6	643	4	2000	0.329736574	1.424999	0.62144024	0.775002	2.200001	0.432496039	36.15	13	514.9072769	0.352273476
6	643	4	2001	0.35229963	1.022287761	0.618885633	0.877713239	1.900001	0.475450125	38.350001	14	469.1657117	0.461954093
6	643	4	2002	0.317583345	1.027123073	0.576723037	0.397875927	1.424999	0.389938094	40.250002	15	366.7590999	0.279211373
6	643	4	2003	0.325226786	1.464968682	0.585923386	0.560029318	2.024998	0.397324506	41.675001	16	543.131746	0.276557961
6	643	4	2004	0.303038303	1.061270604	0.538787835	0.438729396	1.5	0.371991803	43.699999	17	418.9313709	0.292486264
6	643	4	2005	0.260886079	0.826376853	0.489865646	0.248624147	1.075001	0.313844029	45.199999	18	308.9307611	0.231278061
6	643	4	2006	0.3463027	0.873311918	0.613933972	0.501688082	1.375	0.443951732	46.275	19	405.7268737	0.36486406
6	643	4	2007	0.346237857	1.089332963	0.625635995	0.835670037	1.925003	0.467528396	47.65	20	587.975525	0.434113628
6	643	4	2008	0.332390661	1.687439761	0.599968218	0.712554239	2.399994	0.411833994	49.575003	21	765.6670474	0.296898342
6	643	4	2009	0.329645425	2.161388341	0.589911307	0.563617659	2.725006	0.383476663	51.974997	22	913.2296158	0.206831713
6	643	4	2010	0.32977495	1.406300843	0.59587158	0.468699157	1.875	0.396291892	54.700003	23	655.4638901	0.249972884
6	643	4	2011	0.321486893	0.964750222	0.591832339	0.385247778	1.349998	0.398635142	56.575003	24	485.610982	0.285369147
6	643	4	2012	0.347724269	0.981283337	0.623458489	0.618715663	1.599999	0.454350011	57.925001	25	590.3677275	0.386697531
6	643	4	2013	0.337685231	1.097080363	0.608490465	0.602916637	1.699997	0.433728331	59.525	26	644.8892779	0.354657471
6	643	4	2014	0.349708426	1.303642602	0.623043569	0.746360398	2.050003	0.449223659	61.224997	27	801.8141391	0.36407771
6	643	4	2015	0.349604881	1.820871367	0.614437535	0.704129633	2.525001	0.423456939	63.275	28	1023.89062	0.278863111
6	643	4	2016	0.353744922	1.592566501	0.578965383	0.657433499	2.25	0.419552689	65.800001	29	946.1299117	0.292192666
6	643	4	2017	0.357908989	1.456802714	0.618695748	0.718193286	2.174996	0.444021929	68.050001	30	944.8263488	0.330204417
6	643	4	2018	0.31444121	1.438784523	0.61425794	0.461216477	1.900001	0.387220338	70.224997	31	849.6912744	0.242745386
6	643	4	2019	0.380911654	1.516586055	0.88961337	0.683418945	2.200005	0.538936927	72.124998	32	1012.192044	0.310644269
7	707	1	1936	0.0649277	0.64930149	0.610564586	0.35069851	1	0.256281744	0	0	3.141592654	0.35069851
7	707	1	1937	0.607642321	0.194066294	0.756765454	0.255933706	0.45	0.692454846	1	1	3.463605901	0.568741569
7	707	1	1938	0.532072053	0.255233151	0.729757946	0.344767849	0.600001	0.645664764	1.45	2	6.597357453	0.574612124
7	707	1	1939	0.485634557	0.278918186	0.717221422	0.296080814	0.574999	0.604884203	2.050001	3	8.444980871	0.51492405
7	707	1	1940	0.499336254	0.453667038	0.740183526	0.271332962	0.725	0.589473915	2.625	4	13.60898668	0.374252361
7	707	1	1941	0.508236206	0.524104581	0.660821702	0.450895419	0.975	0.578800413	3.35	5	23.50893053	0.46245684
7	707	1	1942	0.404065827	0.200761883	0.6232903	0.274239117	0.475001	0.530633826	4.325	6	13.61687082	0.577344294
7	707	1	1943	0.435015436	0.304854518	0.657751742	0.295145482	0.6	0.54458146	4.800001	7	19.22655081	0.491909137
7	707	1	1944	0.515946564	0.291426387	0.696145561	0.433572613	0.724999	0.623711334	5.400001	8	26.24993619	0.598032015
7	707	1	1945	0.450941139	0.229901282	0.629636765	0.345098718	0.575	0.558189193	6.125	9	23.16728232	0.600171683
7	707	1	1946	0.373725245	0.190442292	0.600907195	0.259558708	0.450001	0.504762851	6.7	10	19.58002114	0.576795847
7	707	1	1947	0.456061398	0.081543621	0.624185462	0.218455379	0.299999	0.57848716	7.150001	11	13.7601309	0.728187024
7	707	1	1948	0.439565797	0.075311398	0.646365759	0.149689602	0.225001	0.577146536	7.45	12	10.69128072	0.665284163
7	707	1	1949	0.538198256	0.053995379	0.611303899	0.121003621	0.174999	0.588747388	7.675001	13	8.535266317	0.691453214
7	707	1	1950	0.543544025	0.055817802	0.569978248	0.194182198	0.25	0.564076247	7.85	14	12.52710071	0.776728792
7	707	1	1951	0.394604977	0.144903081	0.680240435	0.580096919	0.725	0.623151527	8.1	15	38.54930535	0.800133681
7	707	1	1952	0.392335535	0.690211315	0.592815009	0.759789685	1.450001	0.497385281	8.825	16	87.0064731	0.523992525
7	707	1	1953	0.380792133	1.361986804	0.605713787	0.588012196	1.949999	0.448616104	10.275001	17	137.8373131	0.301544871
7	707	1	1954	0.325676819	1.346513588	0.577665862	0.503488412	1.850002	0.39425705	12.225	18	152.8543674	0.272155604
7	707	1	1955	0.316963544	1.837018466	0.536373348	0.437979534	2.274998	0.359204022	14.075002	19	217.4510491	0.192518646
7	707	1	1956	0.3209713	1.343874371	0.606788477	0.506127629	1.850002	0.399165794	16.35	20	200.8029771	0.273582206
7	707	1	1957	0.308475425	1.813973433	0.56371991	0.486025567	2.299999	0.362412555	18.200002	21	279.6330622	0.211315556
7	707	1	1958	0.340065468	2.659659697	0.546058744	0.465340303	3.125	0.370739699	20.500001	22	433.1961941	0.148908897
7	707	1	1959	0.328145125	2.869381439	0.550259217	0.705619561	3.575001	0.371985126	23.625001	23	570.825615	0.197376046
7	707	1	1960	0.329304241	2.799260019	0.582712461	0.700739981	3.5	0.380039461	27.200002	24	636.6437952	0.200211423
7	707	1	1961	0.358208897	2.753115516	0.615882525	0.646882484	3.399998	0.407233796	30.700002	25	692.1553077	0.190259666
7	707	1	1962	0.364007098	2.189958545	0.630145469	0.985040455	3.174999	0.446576277	34.1	26	711.9337485	0.31024906
7	707	1	1963	0.357524017	2.537553055	0.586140362	0.712446945	3.25	0.407640022	37.274999	27	794.351682	0.219214445
7	707	1	1964	0.327373465	2.701233922	0.57622062	0.598769078	3.300003	0.37252554	40.524999	28	874.4788284	0.18144501
7	707	1	1965	0.409565099	1.960940982	0.633984964	0.764054018	2.724995	0.472489582	43.825002	29	773.6844851	0.28038731
7	707	1	1966	0.35792338	2.381275465	0.635121321	0.843730535	3.225006	0.430444289	46.549997	30	975.931683	0.261621385
7	707	1	1967	0.365956738	2.827425127	0.660549885	1.072568873	3.899994	0.446975181	49.775003	31	1267.489314	0.275018083
7	707	1	1968	0.369376586	3.50681017	0.631098069	1.01819083	4.525001	0.428267714	53.674997	32	1590.382474	0.225014498
7	707	1	1969	0.344656962	3.074410667	0.648265644	0.775588333	3.849999	0.405819407	58.199998	33	1454.439151	0.201451567
7	707	1	1970	0.335625677	2.037030221	0.441756786	0.187975779	2.225006	0.34459198	62.049997	34	883.0196458	0.084483268
7	707	1	1971	0.416413107	0.692069169	0.636065943	0.457924831	1.149994	0.503878336	64.275003	35	468.5818075	0.398197583
7	707	1	1972	0.341956932	1.888501398	0.681458285	0.411501602	2.300003	0.402698309	65.424997	36	962.0982754	0.178913507
7	707	1	1973	0.34888529	2.333818593	0.605936598	0.641179407	2.974998	0.404285665	67.725	37	1293.752127	0.215522635
7	707	1	1974	0.364825182	1.938504343	0.629998523	0.686495657	2.625	0.434173886	70.699998	38	1187.728157	0.261522155
7	707	1	1975	0.338318125	1.926530726	0.59420751	0.573469274	2.5	0.397016005	73.324998	39	1171.421329	0.22938771
7	707	1	1976	0.359645841	1.651780383	0.560708086	0.423224617	2.075005	0.400655136	75.824998	40	1002.105682	0.203963179
7	707	1	1977	0.35542052	1.468173426	0.597290282	0.381824574	1.849998	0.405340476	77.900003	41	916.2523841	0.206391885
7	707	1	1978	0.37012238	1.498498676	0.67025629	0.501501324	2	0.445381157	79.750001	42	1014.73444	0.250750662
7	707	1	1979	0.342323795	1.362316461	0.604638694	0.387683539	1.75	0.40043532	81.750001	43	908.5093365	0.221533451
7	707	1	1980	0.30840437	1.360701651	0.595095362	0.464295349	1.824997	0.38134109	83.500001	44	967.9407712	0.254408829
7	707	1	1981	0.374710239	1.159770301	0.617083672	0.515232699	1.675003	0.449264564	85.324998	45	906.8046669	0.30760106
7	707	1	1982	0.330495471	1.19184396	0.636103448	0.55815604	1.75	0.427968007	87.000001	46	966.2361015	0.318946309
7	707	1	1983	0.348052585	1.354413271	0.58534228	0.645586729	2	0.424648124	88.750001	47	1127.831775	0.322793365
7	707	1	1984	0.342968165	1.014027374	0.540138394	0.560969626	1.574997	0.413194654	90.750001	48	905.8549128	0.35617187
7	707	1	1985	0.357739034	1.199019546	0.55394386	0.550980454	1.75	0.419513333	92.324998	49	1024.787502	0.314845974
7	707	1	1986	0.334339589	0.959125561	0.520408406	0.615879439	1.575005	0.407098697	94.074998	50	938.7638844	0.391033323
7	707	1	1987	0.323234154	1.576220619	0.471805942	0.698773381	2.274994	0.368868565	95.650003	51	1383.500741	0.307153945
7	707	1	1988	0.332374955	0.683249773	0.558207369	0.516754227	1.200004	0.42962451	97.924997	52	742.8634675	0.430627087
7	707	1	1989	0.360950213	0.888131306	0.523848147	0.511870694	1.400002	0.420509184	99.125001	53	878.1078346	0.365621402
7	707	1	1990	0.372579085	0.857703733	0.55122609	0.567291267	1.424995	0.443698553	100.525003	54	906.4307349	0.398100532
7	707	1	1991	0.352775123	0.417780646	0.517619708	0.457219354	0.875	0.43891242	101.949998	55	562.9046702	0.522536405
7	707	1	1992	0.402159719	0.458629265	0.580733191	0.541370735	1	0.498834171	102.824998	56	649.2101093	0.541370735
7	707	1	1993	0.378294389	0.772860492	0.518971504	0.452138508	1.224999	0.430217322	103.824998	57	803.8445273	0.369092961
7	707	1	1994	0.313460703	0.160017383	0.433091476	0.189988617	0.350006	0.378398118	105.049997	58	231.4058278	0.542815315
7	707	1	1995	0.336819415	0.579042645	0.480757492	0.395955355	0.974998	0.395273948	105.400003	59	648.6766962	0.406108889
7	707	1	1996	0.35415085	0.616129329	0.557857467	0.458867671	1.074997	0.441104005	106.375001	60	722.1303592	0.426854839
7	707	1	1997	0.355199678	0.694973844	0.561636808	0.605029156	1.300003	0.451276751	107.449998	61	882.9780648	0.465405969
7	707	1	1998	0.335482045	1.042597696	0.611164621	0.407399304	1.449997	0.41293937	108.750001	62	997.3829136	0.280965619
7	707	1	1999	0.301366268	0.665210816	0.508936708	0.284786184	0.949997	0.363590879	110.199998	63	660.6198501	0.299775877
7	707	1	2000	0.360115821	0.772168973	0.580598284	0.402834027	1.175003	0.435705278	111.149995	64	824.9312968	0.342836594
7	707	1	2001	0.34400929	0.899972664	0.58930776	0.425024336	1.324997	0.422694615	112.324998	65	940.643696	0.32077381
7	707	1	2002	0.366169538	0.481277244	0.548255864	0.393722756	0.875	0.448102716	113.649995	66	627.2287633	0.449968864
7	707	1	2003	0.3566265	0.696168184	0.573403366	0.453840816	1.150009	0.442175561	114.524995	67	831.6803283	0.394641099
7	707	1	2004	0.357429161	0.661178931	0.526012686	0.488815069	1.149994	0.429087072	115.675004	68	839.9789605	0.425058799
7	707	1	2005	0.336074493	0.244194211	0.548203095	0.205802789	0.449997	0.433089935	116.824998	69	330.9488619	0.45734258
7	707	1	2006	0.386961263	0.512947633	0.540473354	0.437065367	0.950013	0.457586421	117.274995	70	702.8624434	0.460062512
7	707	1	2007	0.378950181	0.185297988	0.532352822	0.239689012	0.424987	0.465467951	118.225008	71	316.2603528	0.563991397
7	707	1	2008	0.386231702	0.447958071	0.539372372	0.452050929	0.900009	0.463150246	118.649995	72	673.5013652	0.502273787
7	707	1	2009	0.372103907	0.262732551	0.579510892	0.437264449	0.699997	0.501664035	119.550004	73	527.3454938	0.624666176
7	707	1	2010	0.386507193	0.206634441	0.540292864	0.418365559	0.625	0.489448998	120.250001	74	473.4478343	0.669384894
7	707	1	2011	0.364098475	0.224348355	0.492604523	0.450654645	0.675003	0.449893423	120.875001	75	514.0826998	0.667633544
7	707	1	2012	0.347271369	0.304016271	0.524259431	0.220977729	0.524994	0.421768259	121.550004	76	401.8149289	0.42091477
7	707	1	2013	0.448241131	0.244049951	0.478098383	0.355956049	0.600006	0.46595407	122.074998	77	461.3474984	0.593254149
7	707	1	2014	0.378823761	0.298611146	0.551098727	0.426379854	0.724991	0.480141674	122.675004	78	560.466914	0.588117444
